TP_reward,TPR,FPR,TPR_stdev,FPR_stdev
30.0,0.5257855822550832,0.375867084358917,0.3481796620277486,0.45798960327111365
35.0,0.7161737523105359,0.6183694019115815,0.34779379707204583,0.46740054353473437
40.0,0.5904805914972273,0.4324633187354154,0.3344969215935893,0.46339582103086446
45.0,0.5733826247689463,0.39474155292011626,0.31318930762344716,0.4441687081774444
75.0,0.8485212569316083,0.7252229645494357,0.13835520702491996,0.2501493049292793
80.0,0.8766173752310535,0.7518412556340504,0.07519465527585631,0.14753805079178794
85.0,0.9152495378927912,0.8197151807691079,0.06329424933514756,0.13346627351382087
90.0,0.9343807763401107,0.8478726464853116,0.041131175980146505,0.09389118151286875
